,Random Forest Regressor,Decision Tree Regressor,Gradient Boosting,Ada Boost,XG Boost,Linear Regression
0,0.8419387174475904,0.680533467756557,0.8643270344528435,0.8292026858933634,0.8422558175777612,0.8758630443016738
